Customer_ID,Purpose,Preferred_Date,Preferred_Time,Estimated_Duration,Priority,Current_Rush_Level,Current_Appointments,Available_Employees,Holiday,Day_of_Week,Request_Timestamp,Appointment_Status,Suggested_Slot,Actual_Allocated_Slot,Queue_Position,Waiting_Time,Cancellation,Rescheduled,Employee_ID,Customer_Feedback,Historical_Slot_Load
CUST000012,Credit Card Issue,2023-12-15,16:00-16:30,20,Normal,Low,18,5,0,Friday,2023-12-03 21:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,1,0,EMP011,4.0,0.38
CUST000013,Personal Loan,2023-10-25,16:00-16:30,31,Normal,Medium,48,6,0,Wednesday,2023-10-14 09:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.29
CUST000014,Credit Card Issue,2023-10-31,11:00-11:30,18,Normal,High,10,6,0,Tuesday,2023-10-22 03:00:00,Accepted,11:00-11:30,11:00-11:30,2,9,0,0,EMP003,1.0,0.85
CUST000015,Personal Loan,2023-06-12,14:30-15:00,26,Normal,Low,20,8,0,Monday,2023-06-08 00:00:00,Suggested Slot,15:30-16:00,15:30-16:00,0,0,0,0,EMP014,5.0,0.75
CUST000016,Education Loan,2023-01-27,09:30-10:00,30,Disabled,Medium,47,7,0,Friday,2023-01-14 10:00:00,Accepted,09:30-10:00,09:30-10:00,9,41,0,0,EMP014,5.0,0.61
CUST000017,Locker Service,2023-02-06,09:30-10:00,12,Senior Citizen,Very High,20,6,0,Monday,2023-01-31 22:00:00,Accepted,09:30-10:00,09:30-10:00,8,20,0,0,EMP003,2.0,0.71
CUST000018,Document Verification,2023-05-07,15:30-16:00,20,Normal,Medium,8,3,1,Sunday,2023-04-26 23:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.66
CUST000019,Cash Withdrawal,2023-01-13,12:30-13:00,6,Senior Citizen,High,7,3,0,Friday,2023-01-03 21:00:00,Accepted,12:30-13:00,12:30-13:00,2,3,0,0,EMP002,3.0,0.66
CUST000020,Other,2023-11-01,12:00-12:30,19,Senior Citizen,Low,7,3,1,Wednesday,2023-10-25 14:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.72
CUST000021,Loan Inquiry,2023-12-16,12:30-13:00,20,Normal,Low,41,4,0,Saturday,2023-12-07 05:00:00,Suggested Slot,14:30-15:00,None,0,0,0,0,None,3.0,0.36
CUST000022,Complaint,2023-05-09,09:30-10:00,21,Normal,High,0,7,0,Tuesday,2023-05-06 03:00:00,Accepted,09:30-10:00,09:30-10:00,6,18,0,0,EMP012,2.0,0.9
CUST000023,Fixed Deposit,2023-07-04,16:00-16:30,17,Senior Citizen,Low,4,8,0,Tuesday,2023-06-28 10:00:00,Accepted,16:00-16:30,16:00-16:30,5,11,1,0,EMP001,5.0,0.48
CUST000024,Cheque Deposit,2023-10-17,15:00-15:30,5,Normal,Medium,4,3,0,Tuesday,2023-10-06 06:00:00,Accepted,15:00-15:30,15:00-15:30,1,0,0,0,EMP012,2.0,0.65
CUST000025,Cash Withdrawal,2023-06-28,16:00-16:30,5,Normal,Very High,42,4,0,Wednesday,2023-06-25 00:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,1,0,EMP017,2.0,0.26
CUST000026,Debit Card Issue,2023-04-25,11:00-11:30,19,Normal,Medium,28,5,0,Tuesday,2023-04-14 04:00:00,Accepted,11:00-11:30,11:00-11:30,3,10,0,0,EMP005,1.0,0.13
CUST000027,Cash Withdrawal,2023-02-05,10:00-10:30,5,Senior Citizen,Medium,31,9,1,Sunday,2023-02-03 18:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.77
CUST000028,Credit Card Issue,2023-03-25,12:00-12:30,10,Normal,Medium,40,6,0,Saturday,2023-03-11 06:00:00,Suggested Slot,12:30-13:00,None,0,0,0,0,None,3.0,0.78
CUST000029,Loan Approval,2023-02-22,14:30-15:00,42,Normal,Very High,38,4,0,Wednesday,2023-02-14 12:00:00,Suggested Slot,15:30-16:00,15:30-16:00,0,0,0,0,EMP012,1.0,0.62
CUST000030,Locker Service,2023-06-17,10:00-10:30,16,Normal,Low,37,7,0,Saturday,2023-06-05 23:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.75
CUST000031,Demand Draft,2023-09-09,16:00-16:30,13,Normal,Medium,18,4,0,Saturday,2023-09-02 18:00:00,Accepted,16:00-16:30,16:00-16:30,3,12,0,1,EMP008,5.0,0.19
CUST000032,Credit Card Issue,2023-12-14,16:00-16:30,16,Senior Citizen,Medium,5,7,0,Thursday,2023-12-12 01:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.74
CUST000033,Other,2023-08-17,10:30-11:00,14,Disabled,Low,13,3,0,Thursday,2023-08-12 07:00:00,Accepted,10:30-11:00,10:30-11:00,1,8,0,0,EMP011,4.0,0.34
CUST000034,Cheque Deposit,2023-06-05,15:00-15:30,7,Normal,Medium,49,4,0,Monday,2023-05-23 21:00:00,Suggested Slot,15:30-16:00,None,0,0,0,0,None,3.0,0.31
CUST000035,Complaint,2023-08-28,10:30-11:00,18,Normal,Very High,46,7,0,Monday,2023-08-14 19:00:00,Suggested Slot,11:00-11:30,None,0,0,1,0,None,3.0,0.84
CUST000036,Other,2023-08-27,09:30-10:00,10,Normal,High,21,3,1,Sunday,2023-08-15 04:00:00,Rejected,None,None,0,0,1,1,None,3.0,0.83
CUST000037,Account Opening,2023-01-06,11:30-12:00,29,Normal,Very High,36,9,0,Friday,2022-12-31 19:00:00,Suggested Slot,12:00-12:30,12:00-12:30,0,0,0,0,EMP013,4.0,0.68
CUST000038,Account Opening,2023-02-03,14:00-14:30,25,Senior Citizen,Medium,49,5,0,Friday,2023-01-26 23:00:00,Suggested Slot,14:30-15:00,None,0,0,0,0,None,3.0,0.82
CUST000039,Document Verification,2023-03-07,12:30-13:00,19,Normal,Medium,17,4,0,Tuesday,2023-02-28 23:00:00,Accepted,12:30-13:00,12:30-13:00,3,12,0,0,EMP006,1.0,0.41
CUST000040,Document Verification,2023-03-22,11:00-11:30,21,Normal,High,19,3,0,Wednesday,2023-03-11 01:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.47
CUST000041,Education Loan,2023-12-02,12:00-12:30,33,Normal,Low,2,3,0,Saturday,2023-11-23 21:00:00,Suggested Slot,12:30-13:00,12:30-13:00,0,0,0,0,EMP018,4.0,0.8
CUST000042,Cheque Deposit,2023-01-01,11:30-12:00,5,Normal,Low,48,4,1,Sunday,2022-12-22 13:00:00,Rejected,None,None,0,0,0,1,None,3.0,0.5
CUST000043,Document Verification,2023-02-25,09:30-10:00,23,Normal,High,34,3,0,Saturday,2023-02-14 21:00:00,Suggested Slot,10:30-11:00,None,0,0,0,0,None,3.0,0.68
CUST000044,Demand Draft,2023-11-08,10:30-11:00,19,Normal,High,44,6,0,Wednesday,2023-10-31 11:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.79
CUST000045,Gold Loan,2023-05-06,09:30-10:00,46,Normal,Medium,2,4,0,Saturday,2023-04-22 05:00:00,Suggested Slot,10:00-10:30,10:00-10:30,0,0,0,0,EMP010,1.0,0.79
CUST000046,Loan Approval,2023-11-16,14:00-14:30,45,Senior Citizen,Medium,32,3,0,Thursday,2023-11-04 12:00:00,Suggested Slot,15:00-15:30,15:00-15:30,0,0,0,0,EMP009,3.0,0.69
CUST000047,Education Loan,2023-08-11,11:00-11:30,32,Normal,High,48,8,0,Friday,2023-07-29 14:00:00,Accepted,11:00-11:30,11:00-11:30,1,8,0,0,EMP011,2.0,0.49
CUST000048,Education Loan,2023-04-28,11:00-11:30,29,Normal,Low,0,9,0,Friday,2023-04-26 05:00:00,Accepted,11:00-11:30,11:00-11:30,10,36,0,0,EMP004,5.0,0.59
CUST000049,Cheque Clearance,2023-06-27,11:30-12:00,7,Normal,Very High,39,7,0,Tuesday,2023-06-19 15:00:00,Accepted,11:30-12:00,11:30-12:00,1,0,0,0,EMP011,3.0,0.75
CUST000050,Gold Loan,2023-08-24,11:30-12:00,44,Senior Citizen,Very High,34,6,0,Thursday,2023-08-15 14:00:00,Accepted,11:30-12:00,11:30-12:00,6,44,0,0,EMP009,5.0,0.15
CUST000051,RTGS/NEFT,2023-01-05,15:00-15:30,7,Normal,Medium,39,4,0,Thursday,2022-12-31 12:00:00,Suggested Slot,15:30-16:00,None,0,0,0,0,None,3.0,0.46
CUST000052,Account Opening,2023-11-05,14:00-14:30,33,Normal,Medium,5,8,1,Sunday,2023-10-27 06:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.89
CUST000053,Document Verification,2023-08-19,12:00-12:30,15,Normal,High,32,5,0,Saturday,2023-08-10 00:00:00,Suggested Slot,14:00-14:30,14:00-14:30,0,0,0,0,EMP015,4.0,0.13
CUST000054,Demand Draft,2023-01-15,14:00-14:30,17,Normal,Medium,1,7,1,Sunday,2023-01-09 10:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.84
CUST000055,Loan Approval,2023-11-26,14:00-14:30,43,Normal,Medium,25,9,1,Sunday,2023-11-19 19:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.66
CUST000056,Account Opening,2023-12-22,11:30-12:00,32,Senior Citizen,High,48,4,0,Friday,2023-12-13 20:00:00,Suggested Slot,12:00-12:30,12:00-12:30,0,0,0,0,EMP001,5.0,0.56
CUST000057,Complaint,2023-07-01,09:30-10:00,24,Senior Citizen,Low,20,9,0,Saturday,2023-06-24 02:00:00,Accepted,09:30-10:00,09:30-10:00,7,18,0,0,EMP011,2.0,0.9
CUST000058,KYC Update,2023-12-13,15:30-16:00,11,Normal,Very High,23,8,0,Wednesday,2023-12-01 13:00:00,Accepted,15:30-16:00,15:30-16:00,1,0,0,1,EMP011,2.0,0.56
CUST000059,Personal Loan,2023-12-03,11:00-11:30,29,Normal,Medium,27,8,1,Sunday,2023-11-23 08:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.53
CUST000060,Demand Draft,2023-07-30,09:30-10:00,16,Normal,Medium,0,4,1,Sunday,2023-07-16 09:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.78
CUST000061,Personal Loan,2023-05-12,12:30-13:00,30,Senior Citizen,Medium,18,4,0,Friday,2023-05-04 22:00:00,Accepted,12:30-13:00,12:30-13:00,2,14,0,1,EMP007,5.0,0.62
CUST000062,Debit Card Issue,2023-11-19,14:00-14:30,10,Normal,Low,36,9,1,Sunday,2023-11-11 17:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.86
CUST000063,RTGS/NEFT,2023-06-14,12:30-13:00,12,Senior Citizen,Medium,22,3,0,Wednesday,2023-06-11 18:00:00,Accepted,12:30-13:00,12:30-13:00,3,13,0,0,EMP018,2.0,0.78
CUST000064,Account Opening,2023-08-22,10:30-11:00,29,Normal,Low,36,7,0,Tuesday,2023-08-14 02:00:00,Suggested Slot,11:30-12:00,11:30-12:00,0,0,0,0,EMP017,2.0,0.43
CUST000065,RTGS/NEFT,2023-07-28,09:30-10:00,11,Senior Citizen,Medium,38,3,0,Friday,2023-07-18 17:00:00,Suggested Slot,10:00-10:30,10:00-10:30,0,0,0,0,EMP006,2.0,0.86
CUST000066,Complaint,2023-02-03,14:30-15:00,24,Normal,Low,21,4,0,Friday,2023-01-27 13:00:00,Accepted,14:30-15:00,14:30-15:00,3,20,0,0,EMP007,2.0,0.96
CUST000067,Demand Draft,2023-07-09,15:00-15:30,10,Normal,High,35,5,1,Sunday,2023-07-06 03:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.72
CUST000068,Cheque Clearance,2023-10-22,14:00-14:30,8,Senior Citizen,Medium,23,9,1,Sunday,2023-10-18 03:00:00,Rejected,None,None,0,0,0,1,None,3.0,0.89
CUST000069,Home Loan,2023-12-03,15:30-16:00,42,Normal,Medium,1,4,1,Sunday,2023-11-19 14:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.19
CUST000070,Cheque Clearance,2023-02-08,10:00-10:30,12,Normal,Medium,37,8,0,Wednesday,2023-02-02 13:00:00,Suggested Slot,10:30-11:00,None,0,0,1,0,None,3.0,0.74
CUST000071,Document Verification,2023-05-29,11:30-12:00,22,Senior Citizen,High,17,3,0,Monday,2023-05-22 09:00:00,Accepted,11:30-12:00,11:30-12:00,3,21,0,0,EMP015,2.0,0.49
CUST000072,Fixed Deposit,2023-10-09,15:00-15:30,21,Disabled,Low,8,9,0,Monday,2023-10-01 11:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,0,0,EMP018,3.0,0.25
CUST000073,Cheque Deposit,2023-06-08,16:00-16:30,6,Normal,Low,42,7,0,Thursday,2023-05-26 12:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.37
CUST000074,Loan Inquiry,2023-07-29,15:00-15:30,20,Normal,Low,33,4,0,Saturday,2023-07-16 23:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.12
CUST000075,Gold Loan,2023-09-29,14:30-15:00,44,Normal,Medium,29,3,0,Friday,2023-09-18 18:00:00,Suggested Slot,15:00-15:30,None,0,0,0,0,None,3.0,0.79
CUST000076,Complaint,2023-12-10,11:00-11:30,23,Normal,High,5,5,1,Sunday,2023-11-27 20:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.89
CUST000077,Demand Draft,2023-02-21,14:00-14:30,11,Normal,Medium,45,7,0,Tuesday,2023-02-16 03:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.67
CUST000078,Loan Approval,2023-08-03,10:30-11:00,44,Normal,Low,34,4,0,Thursday,2023-07-29 08:00:00,Suggested Slot,11:30-12:00,11:30-12:00,0,0,0,0,EMP009,4.0,0.71
CUST000079,RTGS/NEFT,2023-04-15,15:30-16:00,9,Normal,Low,11,4,0,Saturday,2023-04-02 16:00:00,Accepted,15:30-16:00,15:30-16:00,2,4,0,0,EMP002,4.0,0.13
CUST000080,Document Verification,2023-06-25,15:00-15:30,20,Normal,Very High,27,7,1,Sunday,2023-06-22 19:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.16
CUST000081,Education Loan,2023-02-09,15:30-16:00,34,Normal,High,15,5,0,Thursday,2023-01-26 12:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,0,0,EMP010,4.0,0.63
CUST000082,Locker Service,2023-02-14,10:30-11:00,16,Senior Citizen,Low,29,5,0,Tuesday,2023-02-06 15:00:00,Accepted,10:30-11:00,10:30-11:00,5,15,1,0,EMP013,3.0,0.83
CUST000083,Gold Loan,2023-08-11,14:00-14:30,48,Normal,Low,29,5,0,Friday,2023-07-28 22:00:00,Accepted,14:00-14:30,14:00-14:30,4,40,0,0,EMP004,4.0,0.77
CUST000084,Loan Inquiry,2023-07-11,12:00-12:30,16,Disabled,Medium,25,8,0,Tuesday,2023-07-09 15:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.16
CUST000085,Loan Inquiry,2023-01-07,09:30-10:00,25,Normal,Medium,10,5,0,Saturday,2022-12-31 10:00:00,Accepted,09:30-10:00,09:30-10:00,1,5,0,0,EMP013,1.0,0.78
CUST000086,KYC Update,2023-03-16,10:00-10:30,16,Senior Citizen,Low,16,5,0,Thursday,2023-03-11 03:00:00,Accepted,10:00-10:30,10:00-10:30,3,9,0,0,EMP006,3.0,0.61
CUST000087,Loan Approval,2023-02-27,10:00-10:30,42,Normal,Low,23,3,0,Monday,2023-02-13 22:00:00,Suggested Slot,10:30-11:00,10:30-11:00,0,0,0,0,EMP015,3.0,0.95
CUST000088,RTGS/NEFT,2023-12-15,11:30-12:00,6,Senior Citizen,Low,24,9,0,Friday,2023-12-06 22:00:00,Accepted,11:30-12:00,11:30-12:00,2,0,0,0,EMP006,1.0,0.1
CUST000089,Other,2023-12-10,14:00-14:30,15,Normal,Low,17,7,1,Sunday,2023-11-28 12:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.76
CUST000090,Cheque Clearance,2023-04-12,15:30-16:00,13,Senior Citizen,Low,11,3,0,Wednesday,2023-04-05 06:00:00,Accepted,15:30-16:00,15:30-16:00,4,18,0,0,EMP001,2.0,0.89
CUST000091,Debit Card Issue,2023-01-02,14:30-15:00,11,Normal,High,21,4,0,Monday,2022-12-20 00:00:00,Suggested Slot,15:00-15:30,15:00-15:30,0,0,0,0,EMP008,3.0,0.99
CUST000092,Cash Withdrawal,2023-09-19,14:30-15:00,15,Normal,High,27,4,0,Tuesday,2023-09-16 13:00:00,Suggested Slot,15:30-16:00,15:30-16:00,0,0,0,0,EMP003,1.0,0.74
CUST000093,Cheque Deposit,2023-01-12,14:30-15:00,10,Senior Citizen,Low,45,9,0,Thursday,2022-12-29 06:00:00,Suggested Slot,15:30-16:00,15:30-16:00,0,0,0,0,EMP005,1.0,0.67
CUST000094,Cash Withdrawal,2023-04-03,09:30-10:00,14,Normal,Low,30,7,0,Monday,2023-03-26 13:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.94
CUST000095,Personal Loan,2023-04-15,11:30-12:00,25,Normal,High,35,4,0,Saturday,2023-04-12 21:00:00,Suggested Slot,12:00-12:30,12:00-12:30,0,0,0,0,EMP008,5.0,0.44
CUST000096,Document Verification,2023-01-08,11:00-11:30,15,Normal,Low,1,8,1,Sunday,2022-12-31 15:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.24
CUST000097,Other,2023-03-25,12:00-12:30,17,Normal,High,0,7,0,Saturday,2023-03-23 23:00:00,Suggested Slot,14:00-14:30,None,0,0,0,0,None,3.0,0.72
CUST000098,RTGS/NEFT,2023-11-28,09:30-10:00,14,Normal,Medium,0,6,0,Tuesday,2023-11-22 05:00:00,Accepted,09:30-10:00,09:30-10:00,4,10,0,0,EMP005,1.0,0.74
CUST000099,Gold Loan,2023-06-05,12:00-12:30,47,Senior Citizen,Low,8,4,0,Monday,2023-05-23 05:00:00,Accepted,12:00-12:30,12:00-12:30,5,58,0,1,EMP006,5.0,0.52
CUST000100,Complaint,2023-06-28,15:00-15:30,25,Normal,Medium,42,5,1,Wednesday,2023-06-23 04:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.11
CUST000101,KYC Update,2023-06-27,12:00-12:30,17,Normal,Low,15,7,0,Tuesday,2023-06-22 02:00:00,Accepted,12:00-12:30,12:00-12:30,4,7,0,0,EMP008,5.0,0.85
CUST000102,Locker Service,2023-06-24,12:30-13:00,14,Disabled,Medium,17,4,0,Saturday,2023-06-16 14:00:00,Accepted,12:30-13:00,12:30-13:00,1,3,0,0,EMP008,1.0,0.59
CUST000103,RTGS/NEFT,2023-05-27,11:30-12:00,8,Normal,Low,1,6,0,Saturday,2023-05-21 16:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.9
CUST000104,Demand Draft,2023-06-08,11:00-11:30,18,Normal,Medium,18,8,0,Thursday,2023-06-05 19:00:00,Accepted,11:00-11:30,11:00-11:30,2,6,0,0,EMP011,1.0,0.75
CUST000105,Other,2023-05-23,15:00-15:30,16,Normal,Medium,28,6,0,Tuesday,2023-05-15 10:00:00,Suggested Slot,15:30-16:00,15:30-16:00,0,0,0,0,EMP014,2.0,0.46
CUST000106,Cash Deposit,2023-10-09,10:00-10:30,13,Normal,High,11,3,0,Monday,2023-10-02 04:00:00,Accepted,10:00-10:30,10:00-10:30,2,12,0,0,EMP006,2.0,0.81
CUST000107,Passbook Update,2023-01-21,12:30-13:00,10,Normal,Low,14,5,0,Saturday,2023-01-15 10:00:00,Accepted,12:30-13:00,12:30-13:00,3,8,0,0,EMP014,3.0,0.26
CUST000108,Document Verification,2023-04-16,11:00-11:30,17,Normal,Low,25,6,1,Sunday,2023-04-13 23:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.2
CUST000109,Cheque Deposit,2023-03-12,14:00-14:30,6,Normal,Low,19,6,1,Sunday,2023-03-10 15:00:00,Rejected,None,None,0,0,0,1,None,3.0,0.92
CUST000110,Cheque Deposit,2023-04-28,16:00-16:30,10,Normal,Medium,41,4,0,Friday,2023-04-18 16:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,0,0,EMP007,2.0,0.82
CUST000111,Personal Loan,2023-08-30,09:30-10:00,27,Normal,High,20,9,0,Wednesday,2023-08-26 13:00:00,Accepted,09:30-10:00,09:30-10:00,10,29,0,0,EMP009,5.0,0.61
CUST000112,Cash Deposit,2023-05-26,12:00-12:30,7,Normal,High,38,5,0,Friday,2023-05-12 18:00:00,Suggested Slot,12:30-13:00,12:30-13:00,0,0,0,0,EMP004,5.0,0.37
CUST000113,Account Opening,2023-05-16,12:00-12:30,28,Normal,Low,1,3,0,Tuesday,2023-05-06 18:00:00,Suggested Slot,12:30-13:00,12:30-13:00,0,0,1,0,EMP003,2.0,0.64
CUST000114,Passbook Update,2023-10-18,11:00-11:30,5,Normal,Medium,4,6,0,Wednesday,2023-10-09 03:00:00,Suggested Slot,11:30-12:00,11:30-12:00,0,0,0,0,EMP012,1.0,0.24
CUST000115,Fixed Deposit,2023-05-24,12:30-13:00,22,Senior Citizen,Low,19,7,0,Wednesday,2023-05-11 06:00:00,Accepted,12:30-13:00,12:30-13:00,3,10,0,0,EMP006,2.0,0.84
CUST000116,Debit Card Issue,2023-09-29,11:00-11:30,16,Senior Citizen,Low,49,9,0,Friday,2023-09-26 11:00:00,Accepted,11:00-11:30,11:00-11:30,7,10,0,0,EMP011,3.0,0.37
CUST000117,Home Loan,2023-11-07,12:00-12:30,46,Disabled,Very High,41,7,0,Tuesday,2023-10-26 10:00:00,Suggested Slot,14:00-14:30,14:00-14:30,0,0,0,0,EMP014,3.0,0.5
CUST000118,Fixed Deposit,2023-03-14,10:30-11:00,21,Normal,Low,19,8,0,Tuesday,2023-03-11 23:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.56
CUST000119,Loan Inquiry,2023-11-06,11:00-11:30,15,Normal,Medium,12,3,0,Monday,2023-11-02 22:00:00,Accepted,11:00-11:30,11:00-11:30,1,9,1,1,EMP004,5.0,0.39
CUST000120,Passbook Update,2023-11-12,12:00-12:30,5,Normal,Medium,22,6,1,Sunday,2023-10-29 14:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.22
CUST000121,Cheque Deposit,2023-09-24,10:00-10:30,8,Normal,Low,18,9,1,Sunday,2023-09-10 01:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.63
CUST000122,KYC Update,2023-04-13,11:30-12:00,10,Normal,Low,37,6,0,Thursday,2023-04-05 05:00:00,Accepted,11:30-12:00,11:30-12:00,2,7,0,0,EMP014,5.0,0.44
CUST000123,Other,2023-03-03,12:00-12:30,14,Normal,Medium,38,9,0,Friday,2023-02-24 10:00:00,Accepted,12:00-12:30,12:00-12:30,12,20,0,0,EMP018,5.0,0.6
CUST000124,Demand Draft,2023-07-07,11:30-12:00,13,Normal,Low,3,8,0,Friday,2023-07-02 02:00:00,Accepted,11:30-12:00,11:30-12:00,2,1,0,0,EMP006,2.0,0.79
CUST000125,Complaint,2023-04-15,14:00-14:30,24,Senior Citizen,Medium,47,6,0,Saturday,2023-04-05 16:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.94
CUST000126,Cash Deposit,2023-07-19,09:30-10:00,12,Senior Citizen,Medium,4,5,0,Wednesday,2023-07-06 02:00:00,Accepted,09:30-10:00,09:30-10:00,7,20,0,1,EMP011,1.0,0.8
CUST000127,Demand Draft,2023-06-01,11:00-11:30,12,Normal,Medium,35,8,1,Thursday,2023-05-26 17:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.38
CUST000128,Education Loan,2023-09-18,14:00-14:30,35,Normal,Low,16,6,0,Monday,2023-09-07 19:00:00,Accepted,14:00-14:30,14:00-14:30,1,5,0,0,EMP017,4.0,0.91
CUST000129,Loan Inquiry,2023-04-29,10:00-10:30,23,Normal,Low,39,5,1,Saturday,2023-04-18 04:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.79
CUST000130,Cash Deposit,2023-09-30,12:30-13:00,15,Normal,Medium,24,6,0,Saturday,2023-09-20 17:00:00,Suggested Slot,14:30-15:00,None,0,0,0,0,None,3.0,0.23
CUST000131,Complaint,2023-08-10,09:30-10:00,17,Normal,Medium,12,7,0,Thursday,2023-07-28 16:00:00,Accepted,09:30-10:00,09:30-10:00,6,15,0,0,EMP011,3.0,0.99
CUST000132,Other,2023-08-01,15:30-16:00,11,Normal,Medium,12,6,0,Tuesday,2023-07-29 10:00:00,Accepted,15:30-16:00,15:30-16:00,2,7,0,0,EMP019,5.0,0.43
CUST000133,KYC Update,2023-04-21,15:00-15:30,18,Senior Citizen,High,0,5,0,Friday,2023-04-13 00:00:00,Accepted,15:00-15:30,15:00-15:30,1,3,0,0,EMP010,5.0,0.32
CUST000134,RTGS/NEFT,2023-03-07,14:30-15:00,11,Normal,Low,11,4,0,Tuesday,2023-03-02 21:00:00,Accepted,14:30-15:00,14:30-15:00,2,5,0,0,EMP006,3.0,0.68
CUST000135,Loan Approval,2023-05-12,14:00-14:30,49,Normal,Low,20,8,0,Friday,2023-05-05 22:00:00,Suggested Slot,15:00-15:30,None,0,0,1,0,None,3.0,0.67
